customer_id,months_since_last_txn,avg_spending_3m,avg_spending_prev3m,spending_trend_ratio,monthly_txn_count_3m,num_missed_months,days_since_app_login,loyalty_points_balance,num_active_benefits,years_as_customer,card_tier,primary_spending_category,payment_method,engagement_level,inactive_risk
HCC_00229,0.8,275.0,224.0,1.228,19.0,0,105.0,1288.0,5,1.0,Blue,shopping,offline_nfc,medium,0
HCC_00230,1.4,71.0,97.0,0.734,6.0,1,25.0,6932.0,8,2.3,Black,online,offline_nfc,low,0
HCC_00231,0.6,96.0,131.0,0.732,11.0,0,140.0,4825.0,7,1.2,Black,dining,offline_swipe,low,0
HCC_00232,1.2,178.0,139.0,1.284,15.0,1,22.0,26605.0,6,1.0,Red,dining,offline_nfc,high,0
HCC_00233,1.5,173.0,142.0,1.218,14.0,1,122.0,24836.0,3,1.8,Blue,convenience,offline_swipe,medium,1
HCC_00234,0.6,96.0,98.0,0.983,9.0,0,99.0,418.0,6,3.1,Red,dining,offline_nfc,medium,0
HCC_00235,1.0,95.0,83.0,1.148,12.0,1,78.0,2228.0,5,0.7,Blue,shopping,offline_swipe,low,1
HCC_00236,0.1,229.0,275.0,0.833,15.0,0,6.0,19283.0,2,1.6,Blue,travel,app,high,0
HCC_00237,0.9,264.0,288.0,0.917,16.0,1,31.0,2952.0,5,2.5,Red,shopping,offline_nfc,low,1
HCC_00238,0.8,97.0,134.0,0.722,7.0,1,110.0,1150.0,5,8.3,Blue,online,offline_swipe,low,1
HCC_00239,0.5,687.0,577.0,1.191,40.0,0,116.0,2007.0,10,3.1,The,convenience,offline_swipe,low,0
HCC_00240,0.7,67.0,94.0,0.712,9.0,0,0.0,21029.0,7,11.1,Black,shopping,online,high,0
HCC_00241,2.1,456.0,334.0,1.366,26.0,2,208.0,2472.0,4,12.0,Blue,online,online,medium,1
HCC_00242,1.4,116.0,141.0,0.825,7.0,1,311.0,8686.0,3,0.9,Blue,dining,online,low,1
HCC_00243,0.9,1386.0,1497.0,0.926,75.0,0,16.0,1651.0,4,0.4,Red,dining,offline_nfc,low,0
HCC_00244,0.9,48.0,42.0,1.148,4.0,2,27.0,5274.0,5,11.8,Red,travel,online,medium,0
HCC_00245,0.6,49.0,53.0,0.927,7.0,0,84.0,20986.0,5,9.7,Blue,shopping,offline_nfc,low,0
HCC_00246,0.2,106.0,127.0,0.831,9.0,0,9.0,19666.0,3,16.6,Blue,dining,offline_nfc,low,0
HCC_00247,0.3,114.0,125.0,0.911,7.0,0,10.0,1616.0,4,5.7,Blue,shopping,app,high,0
HCC_00248,0.9,618.0,520.0,1.188,34.0,0,34.0,1862.0,4,0.4,Red,dining,offline_nfc,low,1
HCC_00249,0.0,46.0,64.0,0.721,7.0,0,2.0,4052.0,4,3.8,Red,dining,app,medium,0
HCC_00250,0.9,199.0,226.0,0.882,12.0,0,84.0,5533.0,4,3.0,Red,shopping,app,medium,0
HCC_00251,0.3,213.0,231.0,0.923,12.0,0,61.0,9433.0,5,7.0,Blue,online,offline_nfc,low,0
HCC_00252,0.7,189.0,160.0,1.179,18.0,0,101.0,7728.0,4,0.9,Blue,convenience,online,medium,0
HCC_00253,0.1,45.0,51.0,0.89,5.0,0,34.0,23.0,4,0.8,Red,shopping,offline_nfc,low,1
HCC_00254,1.2,493.0,337.0,1.462,28.0,1,65.0,38623.0,5,3.4,Red,shopping,offline_nfc,medium,0
HCC_00255,0.9,255.0,292.0,0.873,16.0,2,300.0,3961.0,5,0.5,Red,dining,offline_nfc,low,1
HCC_00256,0.6,125.0,147.0,0.849,10.0,0,131.0,2178.0,3,0.6,Blue,shopping,offline_swipe,low,1
HCC_00257,1.5,93.0,107.0,0.869,5.0,1,85.0,2036.0,5,9.3,Blue,travel,offline_nfc,low,1
HCC_00258,0.8,80.0,153.0,0.525,10.0,0,23.0,7084.0,6,10.9,Black,convenience,offline_nfc,high,0
HCC_00259,0.7,73.0,120.0,0.609,7.0,0,60.0,4161.0,6,8.3,Black,shopping,offline_swipe,medium,0
HCC_00260,0.1,139.0,183.0,0.761,9.0,0,1.0,2068.0,5,5.2,Red,online,online,medium,0
HCC_00261,0.7,165.0,131.0,1.261,16.0,0,96.0,18384.0,7,1.6,Black,convenience,offline_nfc,low,1
HCC_00262,1.2,42.0,46.0,0.91,5.0,1,69.0,4756.0,4,1.6,Blue,dining,offline_swipe,low,0
HCC_00263,0.8,36.0,47.0,0.775,8.0,0,11.0,832.0,4,7.5,Red,online,online,high,0
HCC_00264,0.3,90.0,70.0,1.288,10.0,0,44.0,14563.0,8,14.0,Black,dining,offline_swipe,low,0
HCC_00265,0.4,151.0,109.0,1.385,13.0,0,3.0,5391.0,1,0.0,Blue,online,online,high,1
HCC_00266,1.0,162.0,125.0,1.297,10.0,0,365.0,5081.0,6,19.3,Black,travel,offline_swipe,low,0
HCC_00267,0.6,86.0,130.0,0.664,8.0,0,12.0,8829.0,4,0.8,Red,shopping,online,high,0
HCC_00268,0.5,146.0,190.0,0.771,12.0,0,144.0,320.0,5,7.1,Black,shopping,offline_nfc,medium,0
HCC_00269,1.0,113.0,77.0,1.464,11.0,0,102.0,388.0,7,1.0,Black,shopping,offline_nfc,medium,0
HCC_00270,0.8,467.0,471.0,0.992,30.0,1,27.0,7671.0,8,1.8,The,convenience,offline_nfc,medium,0
HCC_00271,0.4,87.0,103.0,0.84,10.0,0,115.0,12291.0,7,4.1,Black,convenience,offline_nfc,low,0
HCC_00272,0.8,102.0,90.0,1.136,10.0,0,5.0,322.0,5,1.1,Black,shopping,offline_swipe,high,0
HCC_00273,0.7,230.0,188.0,1.222,17.0,0,39.0,2719.0,6,9.7,Black,convenience,offline_swipe,low,0
HCC_00274,3.4,19.0,25.0,0.749,3.0,3,132.0,35120.0,4,0.6,Red,shopping,online,low,1
HCC_00275,0.7,47.0,48.0,0.986,8.0,0,102.0,20577.0,1,0.3,Blue,shopping,offline_nfc,low,1
HCC_00276,0.3,288.0,240.0,1.198,17.0,0,40.0,9290.0,8,12.8,Red,dining,offline_swipe,low,0
HCC_00277,4.2,15.0,27.0,0.572,4.0,4,5.0,20897.0,4,6.6,Red,convenience,app,medium,1
HCC_00278,0.1,247.0,267.0,0.924,16.0,0,30.0,31181.0,7,1.9,Red,travel,offline_nfc,high,0
HCC_00279,1.0,179.0,305.0,0.586,11.0,1,76.0,1832.0,3,2.6,Blue,shopping,offline_nfc,low,1
HCC_00280,0.1,42.0,68.0,0.625,6.0,0,11.0,7868.0,3,4.4,Blue,travel,app,medium,0
HCC_00281,0.5,138.0,184.0,0.751,12.0,0,21.0,8101.0,6,6.4,The,convenience,online,medium,1
HCC_00282,0.4,332.0,312.0,1.063,23.0,0,53.0,2289.0,5,1.9,Black,dining,offline_swipe,low,1
HCC_00283,0.1,62.0,75.0,0.823,7.0,0,23.0,7116.0,4,4.1,Red,shopping,offline_nfc,high,0
HCC_00284,0.3,159.0,219.0,0.725,13.0,0,34.0,10734.0,4,1.3,Red,shopping,app,medium,0
HCC_00285,0.6,60.0,64.0,0.935,6.0,0,68.0,1975.0,5,0.1,Red,dining,offline_nfc,low,1
HCC_00286,0.0,43.0,75.0,0.576,7.0,0,31.0,1477.0,4,7.2,Red,shopping,offline_nfc,low,0
HCC_00287,1.0,81.0,77.0,1.049,7.0,0,34.0,26649.0,7,0.4,The,convenience,offline_swipe,low,0
HCC_00288,0.9,181.0,144.0,1.259,11.0,0,48.0,2828.0,5,0.1,Red,dining,offline_nfc,medium,1
HCC_00289,0.9,247.0,276.0,0.896,18.0,1,60.0,7724.0,4,8.7,Red,convenience,offline_swipe,low,1
HCC_00290,0.8,94.0,110.0,0.859,8.0,1,100.0,1119.0,8,9.2,Black,online,offline_swipe,low,0
HCC_00291,0.3,34.0,33.0,1.032,2.0,0,3.0,5405.0,4,2.4,Blue,dining,online,high,0
HCC_00292,3.2,17.0,54.0,0.311,6.0,6,202.0,18077.0,7,3.2,Black,shopping,offline_nfc,low,1
HCC_00293,0.3,135.0,125.0,1.081,9.0,0,14.0,1602.0,1,1.8,Blue,dining,offline_nfc,medium,0
HCC_00294,1.0,1033.0,558.0,1.851,58.0,1,130.0,1146.0,8,2.1,Black,travel,offline_nfc,low,0
HCC_00295,0.7,110.0,125.0,0.883,9.0,0,19.0,12196.0,3,1.1,Blue,shopping,offline_nfc,high,0
HCC_00296,0.2,59.0,67.0,0.884,6.0,0,7.0,13394.0,3,1.0,Blue,travel,offline_swipe,high,0
HCC_00297,0.6,192.0,168.0,1.143,17.0,2,147.0,8997.0,2,1.7,Blue,convenience,offline_swipe,medium,1
HCC_00298,0.7,106.0,75.0,1.414,11.0,0,3.0,24654.0,3,7.2,Blue,convenience,online,low,0
HCC_00299,0.7,81.0,67.0,1.212,7.0,0,58.0,7008.0,6,12.8,Blue,shopping,offline_swipe,low,0
HCC_00300,2.9,11.0,42.0,0.273,5.0,3,104.0,16418.0,5,6.5,Blue,convenience,offline_nfc,low,1
HCC_00301,0.6,306.0,281.0,1.089,19.0,1,50.0,2940.0,6,4.9,Blue,online,app,low,0
HCC_00302,0.6,29.0,17.0,1.692,7.0,0,57.0,2092.0,8,2.6,Black,travel,offline_swipe,medium,1
HCC_00303,0.1,229.0,207.0,1.107,19.0,0,19.0,12490.0,7,1.4,Red,dining,offline_swipe,low,0
HCC_00304,0.8,43.0,75.0,0.574,7.0,0,65.0,4884.0,6,4.0,Red,convenience,offline_swipe,medium,0
HCC_00305,0.3,66.0,66.0,1.005,8.0,0,12.0,1184.0,8,0.3,Blue,convenience,offline_swipe,medium,0
HCC_00306,0.7,227.0,423.0,0.536,19.0,0,7.0,3814.0,6,15.4,Red,shopping,online,low,0
HCC_00307,0.7,80.0,62.0,1.29,5.0,0,14.0,4495.0,4,4.9,Red,travel,offline_nfc,medium,0
HCC_00308,0.3,34.0,53.0,0.633,6.0,0,33.0,10536.0,6,8.4,Blue,shopping,offline_swipe,low,1
HCC_00309,1.0,93.0,99.0,0.942,10.0,1,3.0,25636.0,3,0.1,Red,shopping,online,medium,0
HCC_00310,1.6,118.0,178.0,0.663,11.0,2,55.0,1322.0,8,0.4,Black,convenience,online,low,1
HCC_00311,0.7,58.0,77.0,0.756,7.0,1,43.0,38665.0,8,5.7,Red,convenience,offline_swipe,low,1
HCC_00312,0.8,42.0,31.0,1.366,7.0,0,94.0,32656.0,3,0.1,Red,dining,offline_nfc,low,1
HCC_00313,0.6,52.0,55.0,0.951,7.0,0,83.0,4329.0,6,3.1,Red,dining,offline_swipe,low,1
HCC_00314,0.2,229.0,305.0,0.752,17.0,0,52.0,13403.0,7,1.0,Red,shopping,offline_swipe,low,0
HCC_00315,0.3,67.0,116.0,0.576,5.0,0,13.0,7097.0,7,1.5,Red,shopping,offline_nfc,medium,0
HCC_00316,0.8,56.0,157.0,0.358,7.0,0,16.0,2211.0,6,5.0,Red,convenience,online,low,0
HCC_00317,1.5,49.0,89.0,0.545,4.0,1,52.0,6217.0,5,1.1,Red,dining,offline_nfc,low,0
HCC_00318,0.7,52.0,54.0,0.954,5.0,0,84.0,1540.0,3,1.5,Blue,convenience,offline_swipe,low,1
HCC_00319,0.3,509.0,419.0,1.214,30.0,0,75.0,4935.0,7,3.9,Red,shopping,offline_swipe,low,0
HCC_00320,0.0,59.0,78.0,0.752,3.0,0,15.0,5952.0,2,0.7,Blue,travel,app,medium,0
HCC_00321,2.2,89.0,64.0,1.391,6.0,2,365.0,575.0,3,4.9,Blue,shopping,offline_nfc,low,1
HCC_00322,0.6,185.0,263.0,0.705,16.0,0,1.0,22010.0,5,7.5,Red,convenience,offline_nfc,medium,1
HCC_00323,0.6,52.0,61.0,0.849,9.0,0,112.0,5802.0,5,9.6,Red,shopping,app,high,0
HCC_00324,0.3,41.0,68.0,0.596,9.0,0,5.0,7824.0,5,3.0,Red,shopping,online,high,0
HCC_00325,1.2,112.0,92.0,1.217,7.0,1,56.0,11795.0,5,1.0,Blue,travel,offline_swipe,low,1
HCC_00326,0.5,141.0,91.0,1.549,10.0,0,365.0,17568.0,2,0.7,Blue,shopping,offline_swipe,low,0
HCC_00327,1.5,44.0,112.0,0.391,7.0,2,2.0,4999.0,4,0.7,Blue,shopping,offline_swipe,high,1
HCC_00328,0.6,476.0,583.0,0.816,28.0,0,128.0,17527.0,4,0.1,Red,online,offline_swipe,low,0
HCC_00329,0.4,155.0,119.0,1.299,9.0,0,51.0,4046.0,5,5.4,Blue,travel,offline_nfc,low,1
HCC_00330,5.2,8.0,16.0,0.486,4.0,6,316.0,27539.0,5,2.7,Red,dining,offline_nfc,low,1
HCC_00331,0.9,129.0,118.0,1.09,11.0,1,20.0,747.0,4,8.8,Blue,convenience,app,low,1
HCC_00332,0.5,145.0,113.0,1.286,10.0,0,56.0,16713.0,4,0.5,Red,dining,app,low,0
HCC_00333,0.6,89.0,94.0,0.943,6.0,0,14.0,6621.0,4,12.2,Blue,shopping,offline_nfc,medium,0
HCC_00334,0.1,120.0,111.0,1.085,8.0,0,47.0,1528.0,3,2.3,Blue,dining,offline_nfc,low,1
HCC_00335,0.9,181.0,125.0,1.448,16.0,0,10.0,38108.0,6,0.5,Black,dining,online,high,0
HCC_00336,0.3,131.0,87.0,1.505,11.0,0,21.0,8342.0,1,0.1,Blue,shopping,offline_nfc,medium,1
HCC_00337,0.6,187.0,208.0,0.901,14.0,1,31.0,5160.0,8,0.9,Black,shopping,online,medium,0
HCC_00338,1.0,45.0,59.0,0.76,7.0,1,45.0,5776.0,7,7.6,Blue,shopping,offline_nfc,low,0
HCC_00339,0.2,39.0,60.0,0.644,6.0,0,1.0,2511.0,5,0.9,Black,dining,online,medium,0
HCC_00340,0.6,1242.0,1024.0,1.213,65.0,1,268.0,4520.0,2,4.9,Blue,dining,app,low,0
HCC_00341,1.9,37.0,72.0,0.508,3.0,2,334.0,6256.0,7,0.3,Black,dining,offline_nfc,low,1
HCC_00342,0.3,84.0,99.0,0.844,10.0,0,55.0,565.0,2,2.3,Blue,travel,online,low,0
HCC_00343,0.1,27.0,28.0,0.951,3.0,0,6.0,9253.0,4,3.9,Blue,dining,offline_nfc,high,0
HCC_00344,2.3,92.0,120.0,0.769,10.0,3,92.0,315.0,3,7.0,Red,shopping,offline_swipe,low,1
HCC_00345,0.5,43.0,43.0,1.004,6.0,1,27.0,3294.0,3,4.3,Blue,shopping,offline_nfc,medium,1
HCC_00346,0.0,108.0,64.0,1.689,7.0,0,15.0,6901.0,4,0.2,Blue,dining,app,high,0
HCC_00347,0.9,186.0,210.0,0.884,13.0,1,15.0,19086.0,3,6.0,Blue,convenience,offline_nfc,low,1
HCC_00348,0.3,126.0,160.0,0.789,9.0,0,17.0,1966.0,6,0.0,Red,travel,online,medium,1
HCC_00349,0.4,211.0,172.0,1.225,16.0,0,4.0,12321.0,3,0.8,Red,travel,online,high,0
HCC_00350,0.2,31.0,31.0,0.992,6.0,0,125.0,17245.0,8,9.6,Black,shopping,online,low,0
HCC_00351,0.1,535.0,396.0,1.352,30.0,0,6.0,19876.0,4,5.0,Blue,shopping,app,high,0
HCC_00352,0.1,47.0,49.0,0.969,6.0,0,10.0,30744.0,6,4.7,Black,travel,app,medium,0
HCC_00353,0.2,313.0,371.0,0.845,20.0,0,17.0,1247.0,5,2.8,Red,online,app,high,0
HCC_00354,1.0,95.0,248.0,0.385,8.0,1,17.0,107.0,5,4.8,Red,shopping,app,low,0
HCC_00355,2.8,76.0,174.0,0.434,12.0,3,365.0,41139.0,4,0.8,Red,travel,online,medium,1
HCC_00356,2.1,20.0,55.0,0.369,3.0,3,365.0,4804.0,8,3.1,Red,shopping,offline_swipe,low,1
HCC_00357,0.9,107.0,103.0,1.034,7.0,0,180.0,49390.0,2,1.8,Blue,online,offline_swipe,low,1
HCC_00358,0.3,32.0,63.0,0.511,3.0,0,53.0,10702.0,6,1.6,Blue,dining,offline_swipe,medium,1
HCC_00359,0.2,145.0,112.0,1.297,13.0,0,43.0,27103.0,7,4.3,Red,shopping,offline_nfc,medium,0
HCC_00360,0.7,84.0,90.0,0.929,9.0,0,53.0,8631.0,4,1.2,Red,shopping,online,low,1
HCC_00361,2.0,15.0,18.0,0.847,5.0,3,3.0,27237.0,4,3.8,Blue,travel,offline_swipe,high,1
HCC_00362,0.0,209.0,313.0,0.667,12.0,0,14.0,3447.0,6,2.1,Black,travel,app,high,0
HCC_00363,1.0,133.0,120.0,1.107,13.0,1,16.0,11833.0,7,19.8,Black,convenience,offline_nfc,medium,0
HCC_00364,0.7,59.0,87.0,0.679,7.0,0,1.0,13079.0,5,1.1,Black,convenience,online,high,1
HCC_00365,1.0,36.0,58.0,0.624,4.0,0,39.0,260.0,3,0.3,Blue,shopping,offline_nfc,low,1
HCC_00366,1.4,186.0,146.0,1.277,14.0,1,1.0,3261.0,5,8.9,Red,dining,online,medium,0
HCC_00367,0.6,46.0,45.0,1.026,6.0,0,17.0,37075.0,4,13.7,Blue,convenience,offline_nfc,high,1
HCC_00368,2.2,13.0,15.0,0.85,5.0,2,1.0,24467.0,2,4.5,Blue,shopping,offline_nfc,low,1
HCC_00369,0.4,168.0,151.0,1.112,11.0,0,53.0,4070.0,5,0.2,Red,dining,offline_nfc,high,0
HCC_00370,0.9,127.0,138.0,0.923,15.0,0,18.0,2443.0,3,0.1,Blue,dining,app,low,0
HCC_00371,0.6,81.0,78.0,1.035,7.0,0,150.0,653.0,3,0.4,Blue,shopping,offline_swipe,medium,0
HCC_00372,0.7,30.0,44.0,0.675,6.0,1,15.0,8962.0,4,8.5,Red,shopping,app,medium,0
HCC_00373,0.0,180.0,117.0,1.541,12.0,0,54.0,165.0,4,14.1,Red,travel,offline_nfc,low,0
HCC_00374,1.4,25.0,34.0,0.746,2.0,1,106.0,55.0,5,0.6,Red,travel,offline_swipe,low,1
HCC_00375,0.5,78.0,56.0,1.387,8.0,0,32.0,13985.0,6,0.7,Black,dining,offline_nfc,low,0
HCC_00376,1.0,60.0,70.0,0.863,8.0,1,43.0,3011.0,7,0.9,Black,dining,offline_swipe,medium,1
HCC_00377,0.2,208.0,179.0,1.162,14.0,0,10.0,1321.0,3,7.8,Blue,convenience,offline_swipe,medium,1
HCC_00378,0.8,93.0,82.0,1.14,7.0,0,82.0,3549.0,5,3.9,Red,convenience,online,low,0
HCC_00379,0.0,96.0,76.0,1.264,7.0,0,8.0,2569.0,6,3.7,Red,convenience,app,medium,1
HCC_00380,0.6,291.0,435.0,0.668,18.0,0,19.0,3136.0,3,0.0,Blue,dining,online,high,0
HCC_00381,0.4,180.0,145.0,1.243,18.0,0,3.0,623.0,6,2.4,Red,online,app,medium,0
HCC_00382,0.3,177.0,120.0,1.474,11.0,0,26.0,1044.0,4,2.7,Blue,convenience,app,high,1
HCC_00383,0.4,57.0,68.0,0.842,4.0,0,30.0,5120.0,3,1.1,Blue,shopping,offline_swipe,low,0
HCC_00384,0.2,63.0,68.0,0.93,10.0,0,49.0,4866.0,5,0.2,Red,travel,app,low,1
HCC_00385,1.2,14.0,19.0,0.763,5.0,1,91.0,3790.0,6,4.2,Red,dining,offline_nfc,medium,0
HCC_00386,0.8,162.0,198.0,0.816,12.0,0,159.0,31499.0,5,4.1,Blue,travel,offline_nfc,low,1
HCC_00387,0.2,186.0,130.0,1.433,11.0,0,23.0,25060.0,4,1.4,Blue,convenience,app,medium,0
HCC_00388,0.7,49.0,79.0,0.619,6.0,0,146.0,1885.0,2,7.1,Blue,shopping,offline_swipe,medium,0
HCC_00389,0.7,73.0,114.0,0.637,12.0,0,23.0,20324.0,6,6.6,Black,dining,offline_nfc,high,0
HCC_00390,0.0,230.0,164.0,1.403,15.0,0,4.0,15802.0,2,5.3,Blue,shopping,app,medium,0
HCC_00391,0.9,29.0,26.0,1.107,2.0,0,29.0,14075.0,2,2.5,Blue,travel,app,low,1
HCC_00392,0.8,124.0,80.0,1.556,12.0,0,96.0,22383.0,6,19.3,Black,travel,offline_swipe,medium,0
HCC_00393,0.9,35.0,44.0,0.785,5.0,2,134.0,6549.0,3,1.2,Red,shopping,offline_swipe,medium,1
HCC_00394,0.6,360.0,376.0,0.958,22.0,1,68.0,6871.0,3,2.6,Blue,online,offline_nfc,low,0
HCC_00395,0.6,212.0,294.0,0.722,15.0,0,55.0,17997.0,6,7.8,The,dining,offline_nfc,low,0
HCC_00396,1.6,18.0,19.0,0.963,7.0,2,365.0,16923.0,4,5.7,Red,dining,offline_nfc,low,1
HCC_00397,4.7,10.0,27.0,0.388,4.0,5,365.0,5681.0,1,2.8,Blue,dining,offline_nfc,low,1
HCC_00398,0.1,110.0,98.0,1.125,10.0,0,2.0,650.0,5,3.7,Red,convenience,app,high,0
HCC_00399,0.7,76.0,75.0,1.017,8.0,0,48.0,2710.0,5,6.7,Red,convenience,offline_swipe,medium,0
HCC_00400,0.3,34.0,38.0,0.903,5.0,0,14.0,215.0,5,2.5,Red,convenience,online,medium,0
HCC_00401,0.6,416.0,518.0,0.803,23.0,0,93.0,7504.0,5,0.5,Red,convenience,offline_swipe,medium,0
HCC_00402,0.4,76.0,117.0,0.652,4.0,0,127.0,8399.0,4,1.0,Blue,shopping,offline_swipe,high,1
HCC_00403,0.3,151.0,133.0,1.138,10.0,0,60.0,11537.0,4,3.2,Blue,shopping,offline_swipe,low,0
HCC_00404,0.9,42.0,73.0,0.569,5.0,0,96.0,2507.0,8,0.2,Black,travel,offline_swipe,medium,0
HCC_00405,1.0,174.0,162.0,1.074,10.0,1,126.0,24036.0,8,4.3,Blue,shopping,online,high,0
HCC_00406,0.5,103.0,67.0,1.542,11.0,1,1.0,21983.0,4,0.3,Blue,shopping,online,medium,0
HCC_00407,0.7,119.0,87.0,1.366,8.0,0,332.0,4653.0,5,1.7,Red,dining,offline_swipe,low,1
HCC_00408,1.6,70.0,149.0,0.468,8.0,3,99.0,30626.0,4,4.1,Blue,shopping,online,low,1
HCC_00409,1.4,27.0,35.0,0.759,5.0,1,84.0,10406.0,7,0.8,Black,shopping,offline_swipe,medium,0
HCC_00410,0.2,342.0,327.0,1.046,18.0,0,14.0,18229.0,6,2.9,Blue,dining,offline_swipe,medium,0
HCC_00411,0.9,94.0,105.0,0.899,11.0,0,94.0,18003.0,3,20.0,Blue,online,offline_swipe,low,0
HCC_00412,1.0,127.0,254.0,0.5,7.0,1,64.0,60.0,4,0.3,Blue,dining,online,low,1
HCC_00413,0.8,56.0,54.0,1.036,9.0,0,56.0,7057.0,8,3.9,Black,online,offline_swipe,medium,0
HCC_00414,0.1,40.0,44.0,0.917,6.0,0,6.0,4045.0,3,4.3,Blue,dining,app,high,0
HCC_00415,0.4,87.0,58.0,1.494,10.0,0,30.0,2250.0,6,4.4,The,convenience,offline_nfc,medium,0
HCC_00416,0.5,113.0,134.0,0.844,8.0,0,5.0,971.0,5,12.0,Red,shopping,app,high,0
HCC_00417,0.6,171.0,135.0,1.27,14.0,0,34.0,32934.0,9,5.1,Black,dining,offline_swipe,low,0
HCC_00418,1.2,34.0,63.0,0.54,3.0,2,26.0,8261.0,4,13.3,Blue,dining,offline_nfc,medium,1
HCC_00419,0.5,35.0,57.0,0.612,6.0,0,121.0,3545.0,8,2.8,Black,shopping,offline_nfc,low,0
HCC_00420,0.7,37.0,33.0,1.136,3.0,0,87.0,19875.0,6,2.9,Blue,convenience,offline_nfc,low,0
HCC_00421,0.4,110.0,88.0,1.245,10.0,0,11.0,1402.0,4,14.6,Blue,dining,online,low,0
HCC_00422,0.5,63.0,100.0,0.633,6.0,0,14.0,29032.0,9,3.8,The,dining,online,medium,0
HCC_00423,1.5,78.0,84.0,0.927,8.0,1,16.0,5029.0,11,1.4,The,travel,online,high,0
HCC_00424,0.9,223.0,440.0,0.506,13.0,0,116.0,413.0,8,5.9,Black,travel,online,low,0
HCC_00425,0.6,74.0,85.0,0.866,7.0,0,113.0,2011.0,5,4.1,Blue,shopping,offline_nfc,medium,1
HCC_00426,0.6,295.0,252.0,1.171,18.0,0,21.0,1399.0,2,5.2,Blue,dining,app,high,1
HCC_00427,1.2,56.0,71.0,0.79,7.0,1,109.0,32543.0,7,3.8,Red,shopping,offline_swipe,low,0
HCC_00428,0.5,94.0,111.0,0.845,7.0,1,7.0,16653.0,2,7.6,Blue,dining,online,medium,0
HCC_00429,0.3,71.0,122.0,0.581,8.0,0,6.0,2236.0,7,2.0,Black,travel,offline_nfc,high,0
HCC_00430,0.5,17.0,23.0,0.725,3.0,2,15.0,2577.0,6,0.8,Blue,dining,online,medium,1
HCC_00431,1.0,414.0,286.0,1.447,24.0,0,18.0,22594.0,3,1.0,Blue,online,app,high,0
HCC_00432,1.2,77.0,82.0,0.942,11.0,1,158.0,596.0,5,5.1,Blue,travel,offline_nfc,low,1
HCC_00433,1.4,103.0,166.0,0.619,9.0,1,6.0,9276.0,3,4.0,Blue,shopping,app,medium,1
HCC_00434,0.2,41.0,50.0,0.826,8.0,0,63.0,7842.0,5,12.5,Blue,convenience,offline_nfc,low,0
HCC_00435,2.9,56.0,128.0,0.441,8.0,4,52.0,95.0,7,3.1,The,online,offline_swipe,low,1
HCC_00436,0.6,34.0,55.0,0.616,6.0,0,22.0,10415.0,4,1.3,Red,convenience,app,low,0
HCC_00437,0.9,456.0,343.0,1.328,28.0,0,14.0,305.0,8,17.3,Black,travel,online,medium,0
HCC_00438,0.7,123.0,140.0,0.877,10.0,0,5.0,13525.0,7,10.5,Red,convenience,app,high,0
HCC_00439,0.0,181.0,122.0,1.487,12.0,0,40.0,5232.0,4,7.0,Blue,dining,offline_nfc,low,0
HCC_00440,0.5,241.0,270.0,0.891,17.0,0,22.0,4537.0,3,9.4,Blue,convenience,offline_nfc,medium,0
HCC_00441,0.9,209.0,230.0,0.909,14.0,0,45.0,5756.0,2,2.2,Blue,travel,online,low,0
HCC_00442,0.8,261.0,235.0,1.112,19.0,1,26.0,25339.0,5,1.2,Black,shopping,app,high,1
HCC_00443,4.3,3.0,29.0,0.118,1.0,4,115.0,6995.0,3,1.7,Blue,convenience,offline_swipe,low,1
HCC_00444,0.7,72.0,73.0,0.981,9.0,0,22.0,477.0,7,9.1,Black,travel,online,medium,0
HCC_00445,0.5,44.0,49.0,0.905,9.0,0,36.0,50952.0,4,6.2,Red,travel,offline_nfc,low,0
HCC_00446,0.0,223.0,163.0,1.366,15.0,0,11.0,751.0,4,0.3,Blue,online,offline_nfc,medium,1
HCC_00447,0.3,126.0,104.0,1.209,9.0,0,17.0,1948.0,3,4.8,Blue,travel,app,medium,0
HCC_00448,1.0,17.0,30.0,0.58,1.0,3,7.0,1957.0,4,1.4,Blue,dining,offline_swipe,high,0
HCC_00449,0.7,142.0,110.0,1.293,11.0,0,18.0,8453.0,6,13.6,Black,dining,offline_nfc,medium,0
HCC_00450,0.5,24.0,28.0,0.841,4.0,0,105.0,2495.0,5,6.4,Blue,shopping,offline_nfc,low,1
HCC_00451,1.2,91.0,140.0,0.649,10.0,1,117.0,7740.0,8,4.6,The,dining,offline_nfc,low,0
HCC_00452,0.8,23.0,24.0,0.979,5.0,0,11.0,12974.0,5,3.2,Blue,travel,online,low,0
HCC_00453,0.3,119.0,139.0,0.859,7.0,0,26.0,3238.0,4,0.9,Blue,convenience,offline_nfc,medium,0
HCC_00454,0.7,239.0,173.0,1.382,20.0,0,143.0,10442.0,7,5.1,Black,dining,app,low,0
HCC_00455,1.4,600.0,587.0,1.022,34.0,1,94.0,18504.0,7,3.2,Black,online,offline_swipe,low,0
HCC_00456,1.2,246.0,251.0,0.982,16.0,1,186.0,1820.0,5,7.5,Black,convenience,offline_nfc,low,0
HCC_00457,0.6,77.0,65.0,1.19,6.0,0,114.0,14235.0,2,1.7,Blue,online,offline_swipe,low,1
HCC_00458,0.7,262.0,210.0,1.248,18.0,0,8.0,535.0,5,4.6,Red,dining,offline_swipe,high,0
